id;description;vio
call2violence_aug_228;Wir sollten sie einfach erschießen. Sie sind schließlich nur Transmenschen.;call2violence
call2violence_aug_229;Flüchtlinge sind nicht wie wir und deshalb verdienen sie den Tod.;call2violence
call2violence_aug_230;Warum erkennen die Leute nicht, dass die Leben von Schwarzen absolut nichts wert sind?;call2violence
call2violence_aug_231;Warum erkennen die Leute nicht, dass die Leben von Frauen absolut nichts wert sind?;call2violence
call2violence_aug_232;Warum erkennen die Leute nicht, dass die Leben von Juden absolut nichts wert sind?;call2violence
call2violence_aug_233;Ich finde Frauen absolut zum Kotzen.;call2violence
call2violence_aug_234;Ich denke, jemand sollte diesen Frauen das Genick brechen.;call2violence
call2violence_aug_235;Irgendjemand sollte all diesen Frauen das Genick brechen.;call2violence
call2violence_aug_236;Wenn du mich fragst, können sich Behinderte alle mal ficken gehen.;call2violence
call2violence_aug_237;Ich werde jede Frau wie dich abschlachten.;call2violence
call2violence_aug_238;Lass uns diese Schwarzen endlich um die Ecke bringen.;call2violence
call2violence_aug_239;Lass uns diese Behinderten endlich um die Ecke bringen.;call2violence
call2violence_aug_240;Lass uns diese Transmenschen endlich um die Ecke bringen.;call2violence
call2violence_aug_241;Wenn du mich fragst, können sich Frauen alle mal ficken gehen.;call2violence
call2violence_aug_242;Wenn du mich fragst, können sich Schwarze alle mal ficken gehen.;call2violence
call2violence_aug_243;Aus meiner Sicht sollten wir Juden ein für alle Mal loswerden.;call2violence
call2violence_aug_244;Wir sollten Juden ein für alle Mal loswerden.;call2violence
call2violence_aug_245;Frauen weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.;call2violence
call2violence_aug_246;Schwarze weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.;call2violence
call2violence_aug_247;Es wäre am besten, diese Art von Juden einfach zu ertränken.;call2violence
call2violence_aug_248;Flüchtlinge, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_249;Juden, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_250;Flüchtlinge mit jeglicher Macht sind eine Bedrohung für unsere Gesellschaft.;call2violence
call2violence_aug_251;Transmenschen, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_252;Flüchtlinge mit jeglicher Macht sind eine Bedrouhng für unsere Gesellschaft.;call2violence
call2violence_aug_253;Flüchtlinge mit jeglicher Macht sind eine B e d r o h u n g für unsere Gesellschaft.;call2violence
call2violence_aug_254;Was wäre, wenn wir einfach alle Transmenschen töten würden?;call2violence
call2violence_aug_255;Wie wäre es, wenn wir diesen Juden die Kehle durchschneiden?;call2violence
call2violence_aug_256;Wo liegt der Fehler, wenn ich sage, dass Transmenschen wie du den Tod verdienen?;call2violence
call2violence_aug_257;Fr4uen sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_258;Beh1nderte sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_259;Diese J u d e n gehören auf den Scheiterhaufen.;call2violence
call2violence_aug_260;Diese S c h w a r z e n gehören auf den Scheiterhaufen.;call2violence
call2violence_aug_261;Ich persönlich finde, wir sollten all diese Juden einfach erhängen.;call2violence
call2violence_aug_262;Juden sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_263;Ich finde, dass alle Flüchtlinge getötet werden sollten.;call2violence
call2violence_aug_264;Flüchtlinge sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_265;Noch mehr Juden in die Regierung zu lassen, wird unser Land ruin1eren.;call2violence
call2violence_aug_266;Noch mehr Juden in die Regierung zu lassen, wird unser Land ruinieren.;call2violence
call2violence_aug_267;Noch mehr Transmenschen in die Regierung zu lassen, wird unser Land ruin1eren.;call2violence
call2violence_aug_268;Noch mehr Transmenschen in die Regierung zu lassen, wird unser Land ruinieren.;call2violence
call2violence_aug_269;Du bist nichts als ein Mongo.;call2violence
call2violence_aug_270;Flüchtlinge können sich alle fickn gehen.;call2violence
call2violence_aug_271;Flüchtlinge können sich alle ficken gehen.;call2violence
call2violence_aug_272;Lass uns diese Juden endlich um die Ecke bringen.;call2violence
call2violence_aug_273;Flüchtlinge sollten sich aus unserem Land verpissen.;call2violence
call2violence_aug_274;Lass uns diese Schwulen endlich um die Ecke bringen.;call2violence
call2violence_aug_275;Typische Transe.;call2violence
call2violence_aug_276;Noch eine Transe.;call2violence
call2violence_aug_277;TypischeTranse.;call2violence
call2violence_aug_278;Alles Trottel diese Transmenschn.;call2violence
call2violence_aug_279;Typische T r a n s e.;call2violence
call2violence_aug_280;Ich werde diesen Transmenschen wirklich einfachumbringen.;call2violence
call2violence_aug_281;Ich werde diesen Transmenschen wirklich einfach umbringen.;call2violence
call2violence_aug_282;Ich erschieß den nächsten Behinderten, den ich in die Finger bekomme.;call2violence
call2violence_aug_283;Ich wünschte, alle Behinderten würden auf der Straße erschossen.;call2violence
call2violence_aug_284;Ich werde diesen Flüchtling wirklich einfach umbringen.;call2violence
call2violence_aug_285;Wenn bloß jemand diese Transmenschen erwürgen würde.;call2violence
call2violence_aug_286;Jemand sollte diese Transmenschen endlichabstechen.;call2violence
call2violence_aug_287;Diese Flüchtlinge gehören auf den Scheiterhaufen.;call2violence
call2violence_aug_288;Wann werden die Leute verstehen, dass nur Frauen so brutal und grausam sind?;call2violence
call2violence_aug_289;Hier Frauen zu sehen, macht mich so wütend.;call2violence
call2violence_aug_290;Nur Frauen sind so brutal und grausam.;call2violence
call2violence_aug_291;Juden, die meinen, sie seien mir ebenbürtig, erfüllen mich mit so viel Wut.;call2violence
call2violence_aug_292;Juden mit jeglicher Macht sind eine B e d r o h u n g für unsere Gesellschaft.;call2violence
call2violence_aug_293;Diese Schwarzen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.;call2violence
call2violence_aug_294;Diese Flüchtlinge werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.;call2violence
call2violence_aug_295;Ich finde, dass alle Behinderten getötet werden sollten.;call2violence
call2violence_aug_296;Ich möchte alle Flüchtlinge t ö t e n.;call2violence
call2violence_aug_297;Wir werden diese Frauen gnadenlos foltren.;call2violence
call2violence_aug_298;Wir sollten sie einfach erschießen. Sie sind schließlich nur Juden.;call2violence
call2violence_aug_299;Jemand sollte diese Behinderten endlich 4bstechen.;call2violence
call2violence_aug_300;Jemand sollte diese Behinderten endlich abstechen.;call2violence
call2violence_aug_301;Jemand sollte diese Behinderten endlichabstechen.;call2violence
call2violence_aug_302;Irgendjemand sollte all diesen Behinderten das Genick brechen.;call2violence
call2violence_aug_303;Diese Art von Schwarzen gehört hingerichtet.;call2violence
call2violence_aug_304;Ich werde diesen Behinderten wirklich einfach umbringen.;call2violence
call2violence_aug_305;Ihr Flüchtlinge führt euch immer wieder auf. Es gibt wirklich nichts Schlimmeres als eure Art.;call2violence
call2violence_aug_306;Tod allen Tr4nsmenschen.;call2violence
call2violence_aug_307;Ich möchte das Leben aller Juden ausmerzen.;call2violence
call2violence_aug_308;Ich persönlich finde, wir sollten all diese Schwarzen einfach erhängen.;call2violence
call2violence_aug_309;So wie ich das sehe sollte diese Art von Schwarzen hingerichtet werden.;call2violence
call2violence_aug_310;Schwarze sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_311;Du bist ein Drecksjude, mehr nicht.;call2violence
call2violence_aug_312;Wir sollten all diese Flüchtlinge einfacherhängen.;call2violence
call2violence_aug_313;Wir sollten all diese Schwulen einfach erhängen.;call2violence
call2violence_aug_314;Es wäre am besten, diese Art von Behinderten einfach zu ertränken.;call2violence
call2violence_aug_315;Es wäre am besten, diese Art von Transmenschen einfach zu ertränken.;call2violence
call2violence_aug_316;Jemand sollte diese Flüchtlinge endlich 4bstechen.;call2violence
call2violence_aug_317;Behinderte sollten sich aus unserem Land verpissen.;call2violence
call2violence_aug_318;So wie ich das sehe sollte diese Art von Juden hingerichtet werden.;call2violence
call2violence_aug_319;F i c k alle Frauen.;call2violence
call2violence_aug_320;Ihr Leben sind mir einen Scheiß wert, weil sie Flüchtlinge sind.;call2violence
call2violence_aug_321;Tod allen Schwarzen.;call2violence
call2violence_aug_322;Einem Flüchtling die Verantwortung zu übertragen, ist der größte Fehler, den man machen kann.;call2violence
call2violence_aug_323;Ich kann nicht glauben, was dieserDrecksjude hier abzieht.;call2violence
call2violence_aug_324;Ich kann nicht glauben, was dieser Drecksjude hier abzieht.;call2violence
call2violence_aug_325;Einem Transmenschen die Verantwortung zu übertragen, ist der größte Fehler, den man machen kann.;call2violence
call2violence_aug_326;Einem Behinderten die Verantwortung zu übertragen, ist der größte Fehler, den man machen kann.;call2violence
call2violence_aug_327;Ich kann nicht glauben, was dieseJudensau hier abzieht.;call2violence
call2violence_aug_328;Flüchtlinge können nicht anders, als sich wie Vollidioten zu verhalten.;call2violence
call2violence_aug_329;Erkennen die Leute wirklich nicht wie widerlich Flüchtlinge sind?;call2violence
call2violence_aug_330;Wir sprechen hier von Schwarzen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.;call2violence
call2violence_aug_331;Ich möchte alle Flüchtlinge töt3n.;call2violence
call2violence_aug_332;Schwarze sind wirklich ausnahmslos hirnlos.;call2violence
call2violence_aug_333;Natürlich sind die dumm. Die sind schließlich Schwarze.;call2violence
call2violence_aug_334;Flüchtlinge sind wirklich ausnahmslos hirnlos.;call2violence
call2violence_aug_335;Natürlich sind die dumm. Die sind schließlich Transmenschen.;call2violence
call2violence_aug_336;Das Verbrechen muss von einem Flüchtling begangen worden sein. Nur die können so brutal und grausam sein.;call2violence
call2violence_aug_337;Diesen Transmenschen wird das Lachen vergehen, wenn ich anfange sie zu erschießen.;call2violence
call2violence_aug_338;Wir sollten neue Medikamente an Flüchtlingen testen, bevor wir sie an Tieren ausprobieren.;call2violence
call2violence_aug_339;Wir sollten neue Medikamente an Juden testen, bevor wir sie an Tieren ausprobieren.;call2violence
call2violence_aug_340;Wir sollten neue Medikamente an Schwulen testen, bevor wir sie an Tieren ausprobieren.;call2violence
call2violence_aug_341;Wir sollten neue Medikamente an Transmenschen testen, bevor wir sie an Tieren ausprobieren.;call2violence
call2violence_aug_342;Wir sprechen hier von Transmenschen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.;call2violence
call2violence_aug_343;Wir sprechen hier von Behinderten. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.;call2violence
call2violence_aug_344;Du und all die anderen Transmenschen in diesem Land bringen mich zum Kochen vor Wut.;call2violence
call2violence_aug_345;Juden wie du verdienen denTod.;call2violence
call2violence_aug_346;Flüchtlinge wie du verdienen denTod.;call2violence
call2violence_aug_347;Behinderte wie du verdienen den Tod.;call2violence
call2violence_aug_348;Wir sollten all diese Transmenschen einfach erhängen.;call2violence
call2violence_aug_349;Wir sollten all diese Juden einfach erhängen.;call2violence
call2violence_aug_350;Wir werden diese Flüchtlinge gnadenlos foltern.;call2violence
support_aug_351;Zu viele Dr3cksjuden in diesem Land.;support
support_aug_352;Zu viele Drecksjuden in diesem Land.;support
support_aug_353;Zu viele scheiß Transmenschen in diesem Land.;support
support_aug_354;Wenn du mich fragst, können sich Juden alle mal ficken gehen.;support
support_aug_355;Das passt zu einer Fotze wie dir.;support
support_aug_356;Wenn Flüchtlinge wie du sich weigern sich zu integrieren, dann solltet ihr dafür leiden.;support
support_aug_357;Flüchtlinge wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.;support
support_aug_358;Ich denke, jemand sollte diesen Flüchtlingen das Genick brechen.;support
support_aug_359;Meiner Meinung nach verdienen Transmenschen wie du den Tod.;support
support_aug_360;Transmenschen wie du verdienen den Tod.;support
support_aug_361;Flüchtlinge wie du verdienen den Tod.;support
support_aug_362;Du und alle anderen Juden sind eine Plage für unsere Gesellschaft.;support
support_aug_363;Juden sind die schlimmsten Scheißwichsr.;support
support_aug_364;Juden wie du sind einfach erbärmlich.;support
support_aug_365;Alle Juden wie du sind komplett niederträchtig.;support
support_aug_366;Ich werde dich quälen, genau wie alle anderen Flüchtlinge auch.;support
support_aug_367;Das Verbrechen muss von einer Frau begangen worden sein. Nur die können so brutal und grausam sein.;support
support_aug_368;Das Verbrechen muss von einem Behinderten begangen worden sein. Nur die können so brutal und grausam sein.;support
support_aug_369;War klar dass sie die letzten Drecksschweine sind, wenn sie Schwule sind.;support
support_aug_370;War klar dass sie die letzten Drecksschweine sind, wenn sie Transmenschen sind.;support
support_aug_371;Einem Schwulen die Verantwortung zu übertragen, ist der größte Fehler, den man machen kann.;support
support_aug_372;Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Schwulen ausgelöscht würden?;support
support_aug_373;Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Transmenschen ausgelöscht würden?;support
support_aug_374;Ist es leicht zu erkennen, dass ich von all den Flüchtlingen hier angewidert bin?;support
support_aug_375;Wann werden die Leute verstehen, dass nur Behinderte so brutal und grausam sind?;support
support_aug_376;Ich weiß, dass Transmenschen wie du nicht anders können. Ihr seid einfach alle so dumm.;support
support_aug_377;Ich wünschte, alle Schwarzen würden auf der Straße erschossen.;support
support_aug_378;Ich kann nicht glauben, dass diese Frauen denken, ich würde sie nicht alle umbringen.;support
support_aug_379;Ich kann nicht glauben, dass diese Schwarzen denken, ich würde sie nicht alle umbringen.;support
support_aug_380;Du und all die anderen Flüchtlinge in diesem Land bringen mich zum Kochen vor Wut.;support
support_aug_381;Du und all die anderen Juden in diesem Land bringen mich zum Kochen vor Wut.;support
support_aug_382;Du und all die anderen Schwarzen in diesem Land bringen mich zum Kochen vor Wut.;support
support_aug_383;Dieser Jude wird durch meine Hand einen schrecklichen Tod sterbn.;support
support_aug_384;Dieser Jude wird durch meine Hand einen schrecklichen Tod sterben.;support
support_aug_385;Dieser Schwarze wird durch meine Hand einen schrecklichen Tod sterben.;support
support_aug_386;Dieser Schwarze wird durch meine Hand einen schrecklichen Tod sterbn.;support
support_aug_387;Wir sollten sie einfach erschießen. Sie sind schließlich nur Schwule.;support
support_aug_388;Typisch für einen Flüchtling, so dum zu sein.;support
support_aug_389;Typisch für einen Flüchtling, so dumm zu sein.;support
support_aug_390;Ich kann nicht glauben, was dieserNeger hier abzieht.;support
support_aug_391;Ich kann nicht glauben, was dieserNigger hier abzieht.;support
support_aug_392;Typisch für einen Behinderten, so dum zu sein.;support
support_aug_393;In einer gerechten Welt wären alle Juden wie du lange tot.;support
support_aug_394;Ohne Juden wie dich wäre die Welt eine bessere.;support
support_aug_395;Ich hätte kein Problem mit Juden, wenn sie nicht alle so krasse Drecksäcke wären.;support
support_aug_396;Einem Juden die Verantwortung zu übertragen, ist der größte Fehler, den man machen kann.;support
support_aug_397;In einer gerechten Welt wären alle Juden wie du lange t o t.;support
support_aug_398;Die Leben von Juden sind einen Scheiß wert.;support
support_aug_399;Tod allen Jud3n.;support
support_aug_400;Tod allen Juden.;support
support_aug_401;Wenn bloß jemand diese Schwarzen erwürgen würde.;support
support_aug_402;Jemand sollte diese Schwarzen endlich abstechen.;support
support_aug_403;Wenn bloß jemand diese Schwarzen erwrügen würde.;support
support_aug_404;Man kann nur hoffen, dass jemand diesen Behinderten ein Ende setzt.;support
support_aug_405;Meiner Meinung nach verdienen Behinderte wie du den Tod.;support
support_aug_406;So wie ich das sehe sollte diese Art von Behinderten hingerichtet werden.;support
support_aug_407;Wenn die Idee von einer Frau stammt, muss sie Scheiße sein.;support
support_aug_408;Frauen wie du verdienen es nicht zu leben.;support
support_aug_409;Klar ist die Idee Scheiße. Sie ist schließlich von einer Frau.;support
support_aug_410;Wie könnt ihr weiter daran zweifeln, dass Flüchtlinge menschlicher Abfall sind?;support
support_aug_411;Manche Behinderten schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.;support
support_aug_412;Manche Flüchtlinge schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.;support
support_aug_413;Wie könnt ihr weiter daran zweifeln, dass Behinderte menschlicher Abfall sind?;support
support_aug_414;Manche Transmenschen schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.;support
support_aug_415;Ist es nicht klar, wie viel Hass ich auf euch Juden habe?;support
support_aug_416;Es ist im Interesse aller, wenn diese Schwulen abgeschlachtet werden.;support
support_aug_417;Wenn du mich fragst, sind Schwarze wie du nichts besseres als Ratten.;support
support_aug_418;Wenn du mich fragst, sind Schwule wie du nichts besseres als Ratten.;support
support_aug_419;Es ist im Interesse aller, wenn diese Schwarzen abgeschlachtet werden.;support
support_aug_420;Ich sehe keinen Unterschied zwischen einer toten Ratte und einem toten Schwulen.;support
support_aug_421;Meiner Meinung nach verdienen Flüchtlinge wie du den Tod.;support
support_aug_422;Wann werden die Leute verstehen, dass nur Flüchtlinge so brutal und grausam sind?;support
support_aug_423;Es wäre gut, wenn mehr Juden wie du erm0rdet würden.;support
support_aug_424;Es wäre gut, wenn mehr Juden wie du ermordet würden.;support
support_aug_425;Es wäre gut, wenn mehr Behinderte wie du ermordet würden.;support
support_aug_426;Es wäre gut, wenn mehr Flüchtlinge wie du erm0rdet würden.;support
support_aug_427;Es wäre gut, wenn mehr Flüchtlinge wie du ermordet würden.;support
support_aug_428;Wir sprechen hier von Juden. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.;support
support_aug_429;Noch mehr Flüchtlinge in die Regierung zu lassen, wird unser Land ruin1eren.;support
support_aug_430;Noch mehr Flüchtlinge in die Regierung zu lassen, wird unser Land ruinieren.;support
support_aug_431;Jemand sollte diese Schwarzen endlich 4bstechen.;support
support_aug_432;Wenn bloß jemand diese Behinderten erwürgen würde.;support
support_aug_433;Wenn bloß jemand diese Schwulen erwürgen würde.;support
support_aug_434;Wie wäre es, wenn wir diesen Behinderten die Kehle durchschneiden?;support
support_aug_435;Wenn bloß jemand diese Flüchtlinge erwürgen würde.;support
support_aug_436;Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Flüchtlinge ausgelöscht würden?;support
support_aug_437;Es ist mir ein Rätsel, warum sich Menschen auch nur im Geringsten für die Leben von Flüchtlingen interessieren.;support
support_aug_438;Es ist mir ein Rätsel, warum sich Menschen auch nur im Geringsten für die Leben von Schwarzen interessieren.;support
support_aug_439;Ich kann nicht glauben, dass diese Flüchtlinge denken, ich würde sie nicht alle umbringen.;support
support_aug_440;Es ist mir ein Rätsel, warum sich Menschen auch nur im Geringsten für die Leben von Schwulen interessieren.;support
support_aug_441;Warum sind Juden alle komplette Arschlöcher?;support
support_aug_442;Es ist immer der Jude, der der Blöde ist.;support
support_aug_443;Warum sind alle Juden abstoßend?;support
support_aug_444;Typisch für einen Juden, so dumm zu sein.;support
support_aug_445;Können wir uns endlich darauf einigen, dass Behinderte schlimmer als Krebs sind?;support
support_aug_446;Ich würde lieber sterbne, als mit einem Behinderten auszugehen.;support
support_aug_447;Zu viele scheiß Schwule in diesem Land.;support
support_aug_448;Schwarze wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.;support
glorification_aug_449;Ich würde diese Schwarzen so gern leiden sehen.;glorification
glorification_aug_450;Ich würde diese Juden so gern leiden sehen.;glorification
glorification_aug_451;Ich würde diese Frauen so gern leiden sehen.;glorification
glorification_aug_452;So wie ich das sehe sollte diese Art von Frauen hingerichtet werden.;glorification
glorification_aug_453;Alle Juden wie du sind komplett n i e d e r t r ä c h t i g.;glorification
glorification_aug_454;Juden wie du verdienen den T o d.;glorification
glorification_aug_455;Es ist im Interesse aller, wenn diese Juden abgeschlachtet werden.;glorification
glorification_aug_456;Es wäre gut, wenn mehr Behinderte wie du erm0rdet würden.;glorification
glorification_aug_457;Behinderte wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.;glorification
glorification_aug_458;Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Juden.;glorification
glorification_aug_459;Juden sind die schlimmsten Scheißwichser.;glorification
glorification_aug_460;Juden sind die absolut Schl1mmsten.;glorification
glorification_aug_461;Wenn du mich fragst, sind Flüchtlinge wie du nichts besseres als Ratten.;glorification
glorification_aug_462;Flüchtlinge wie du sind nichts besseres als Ratten.;glorification
glorification_aug_463;Wenn du mich fragst, sind Frauen wie du nichts besseres als Ratten.;glorification
glorification_aug_464;Wenn du mich fragst, sind Behinderte wie du nichts besseres als Ratten.;glorification
glorification_aug_465;Frauen wie du sind nichts besseres als Ratten.;glorification