id;description;dbo
criticism_aug_92;präsidentin meine damen und herren es geht heute um die einbindung von expertenwissen bei der bekämpfung des politischen islamismus wenn es in der heutigen debatte im kern aber darum gehen soll zu unterstellen politischer islamismus sei etwas gegen das die ampelkoalition oder die bundesregierung aus falscher toleranz oder aus politischen gründen nichts unternehme dann muss man dieser unterstellung ganz klar entgegentreten liebe kolleginnen und kollegen;criticism
criticism_aug_93;viele täter rechter rassistischer antisemitischer und sexistischer beleidigungen im internet sind viel zu lange verschont geblieben daran muss sich dringend etwas ändern gut dass sie sich angesprochen fühlen ihr verhalten darf nicht länger straflos sein und dafür braucht es effektiveren schutz und mehr mittel auch im bundeshaushalt vielen dank;criticism
criticism_aug_94;wir brauchen einen noch besseren austausch zwischen den journalistinnen und den einsatzkraeften vor ort dazu muessen wir die einsatzkraefte mehr sensibilisieren wir muessen ueberlegen ob wir das strafrecht anpassen um deutlich zu machen dass ein angriff auf journalistinnen immer ein angriff auf unsere demokratie und unseren rechtsstaat darstellt der kern des hasses und der gewalt ist naemlich die intoleranz die intoleranz gegen eine andere meinung was fuer ein trauerspiel in einem pluralistischen land;criticism
criticism_aug_95;weil sie absolut inhaltslos sind sie sind einfach unterirdisch geben keine antworten auf die herausforderungen der zeit und schueren weiterhin feindbilder das ist genannt worden hetze gegen die eu gegen migranten und so weiter von daher ist das kein beitrag zur diskussion in dieser schwierigen zeit in der sich unser land beziehungsweise die welt insgesamt befindet eigentlich schade dass sie ihrer verantwortung hier in keiner weise gerecht werden;criticism
criticism_aug_96;und zuckerabgaben kommen hinzu und es werden weitere erfunden ich zitiere eine zusätzliche quelle deutschland zahlte auch innerhalb der nettozahler einundsechzig milliarden euro mehr als sein angemessener nettobeitrag gewesen wäre deutschland wurde regelrecht ausgeplündert so der wissenschaftler willeke;criticism
criticism_aug_97;schlecht ist dass das den steuerzahler richtig viel geld kostet die verantwortung dafür tragen;criticism
criticism_aug_98;der kanzler selbst hat ja gewarnt und versprochen alles zu tun um eine eskalation zu verhindern die möglicherweise zu einem dritten weltkrieg oder gar atomkrieg;criticism
criticism_aug_99;rief alleine israel dazu auf maximale zurueckhaltung zu ueben und erwaehnte den terror der palaestinenser mit keinem einzigen wort die usa unter der vermeintlichen lichtgestalt joe biden huellen sich wie die europaeer in schweigen china stellt einen israelkritischen vier punkte plan vor und der moechtegernsultan vom bosporus stachelt antisemiten in deutschland auf und will israel eine lektion erteilen;criticism
criticism_aug_100;sehr geehrte frau praesidentin sehr geehrte kolleginnen und kollegen vorweg will ich an die adresse der afd eines ganz deutlich sagen in unserem land gilt das recht der bundesrepublik deutschland und gelten nicht die gesetze von clans und clanfamilien ich sage das in dieser deutlichkeit weil ihr antrag der antrag der afd fraktion in der oeffentlichkeit wieder einmal etwas anderes suggerieren will mit ihrem antrag versuchen sie ein zerrbild der realitaet in unserem land zu zeichnen;criticism
criticism_aug_101;die cdu steht ihnen im uebrigen in nichts nach herr merz sie haben ja selbst in der ard vom ende unseres wohlstandes fuer eine gewisse zeit gesprochen fuer mich hoert sich das so an als haette die cdu deutschland bereits aufgegeben und den glauben an sich selbst verloren denn loesungen haben die christdemokraten und heute auch sie herr merz nicht hervorgebracht sie haben kein wort zu den deutschen buergern gesagt kein wort zu den steuerzahlern in diesem land;criticism
criticism_aug_102;sie wollen aber den eindruck erwecken dass sich deutschland durch harte grenzkontrollen und eine lückenlose registrierung abschotten muss weil sonst eine flut von trittbrettfahren menschenhändlern vergewaltigern nach deutschland kommen könnte und über uns hereinbricht;criticism
criticism_aug_103;da haben sie unseren antrag wohl nicht begriffen entweder haben sie ihn selbst nicht gelesen oder sich ihn falsch erklären lassen es geht nicht darum dass wir das quorum absenken wollen für die wahl des bundeskanzlers sondern es geht schlicht und ergreifend um den wahlvorschlag also sie haben einfach am thema vorbeigeredet wie wir das von;criticism
criticism_aug_104;hass lassen sie mich hier sehr deutlich sagen es gilt null toleranz gegenüber jeder form von extremismus wegschauen und eine falsch verstandene kameradschaft darf es nicht geben wir werden extremisten konsequent verfolgen und sehr schnell aus der bundeswehr entfernen auch durch eine reform der soldatenrechtlichen vorschriften die jetzt sehr schnell kommen wird denn zu;criticism
criticism_aug_105;damit ist insbesondere die tatsache verbunden dass immer weniger menschen ins erwerbsleben eintreten während immer mehr aus dem erwerbsleben ausscheiden das ist eine große gefahr für wachstum und wohlstand in unserem land deswegen braucht deutschland gezielte einwanderung in den deutschen arbeitsmarkt herr brinkhaus sie haben es eben und in einem interview vom letzten wochenende erwähnt sie sprechen in;criticism
criticism_aug_106;doch ich will hier auch feststellen ich glaube es ist angebracht das noch mal zu sagen die opfer wurden von einem täter mit menschenfeindlicher rechtsextremistischer und rassistischer gesinnung mitten aus dem leben gerissen und brutal ermordet da kann es keine psychologischen relativierungen oder deutungen geben;criticism
criticism_aug_107;souveränes muss insoweit als antidemokratisch angesehen werden;criticism
criticism_aug_108;vielen dank auch von seiten der afd fraktion an alle;criticism
criticism_aug_109;dass sie lediglich unfähig dilettantisch oder schlicht mit ihrem amt auf andere weise überfordert wären wird nun eines besseren belehrt sie verweigern mit wissen und wollen die effektive bekämpfung des islamismus in unserem land das;criticism
criticism_aug_110;sehr geehrter herr präsident kolleginnen und kollegen ja es geht um leben und tod das infektionsgeschehen muss dringend eingedämmt werden aber was macht die bundesregierung sie taumelt von einem murks in den nächsten und auch jetzt legen sie uns wieder ein stückwerk vor das die großen probleme nicht lösen wird das ist unverantwortlich ja im;criticism
criticism_aug_111;und zwar ganz von anfang an familien mit kindern da geht es um das thema bildung ueber das viel zu wenig gesprochen worden in ihrer regierungserklaerung gerade in zeiten von corona und es geht weiter mit der vereinbarkeit von familie und beruf und hoert am ende des lebens auf und ich kann ihnen eins versprechen das wird kern unserer sozialpolitik sein familie in den generationen wenn sie da gute dinge auf den weg bringen dann werden sie uns an ihrer seite haben;criticism
criticism_aug_112;nämlich zum beispiel am stopp der kfw förderung für energieeffizientes bauen genau dort wo junge familien klimaeffizient ökologisch hochwertig bauen wollten haben sie gesagt stopp hier an dieser stelle nicht mit dieser regierung welch riesenschaden welch riesenvertrauensverlust;criticism
criticism_aug_113;verschleppungen und vergewaltigungen sind für sie kein problem sie entlarven sich immer wieder selbst hier im deutschen bundestag und weil das so ist;criticism
criticism_aug_114;empfinden ich kann das mit meinem gewissen vereinbaren von den zweiundvierzig menschen die zurückgeführt worden sind sind vierzig straftäter die in deutschland straftaten begangen haben teilweise schwerste straftaten insofern glaube ich nicht dass uns ein abschiebestopp dort weiterhilft wir haben die lage in afghanistan in den;criticism
criticism_aug_115;müssen das ist für uns eigentlich die grenze wir gehen bisher immer davon aus dass eine überlastung durch die wohnkosten dann eintritt wenn mehr als dreißig;criticism
criticism_aug_116;liebe kolleginnen und kollegen ich werbe hier ganz ehrlich gar nicht dafür dass sie sich alle unserem gesetzentwurf anschließen denn darum geht es nicht diese entscheidung die wir alle gemeinsam zu treffen haben ist für einige eine tief persönliche sie ist eine entscheidung frei von partei und fraktionsmeinung deswegen bitte ich sie vor allen dingen um eines setzen sie sich mit der im zentrum stehenden frage auseinander wie wollen wir in diesem land das grundrecht auf selbstbestimmtes sterben schützen vielen;criticism
criticism_aug_117;wir wollen keine von lebensmittelspenden abhaengige gesellschaftsgruppe heranziehen sondern anstaendige renten fuer unsere alten buerger und wir wollen den freien buerger der in der lage ist seinen lebensunterhalt selbst zu erarbeiten ohne durch die hoechsten steuern in europa geschroepft zu werden;criticism
criticism_aug_118;die neunzig jährige im pflegeheim die gerne wieder unbesorgt besuch von kindern enkeln und urenkeln hätte der freiberufliche musiker dessen existenz von konzerten abhängt die aktuell nicht stattfinden können drei von unzähligen beispielen ich kenne niemanden der diese pandemie nicht leid ist;criticism
criticism_aug_119;da hat sich die ampelkoalition komplett von allen partnern der nato von den europäischen partnern entfernt einen deutschen alleingang hingelegt und dafür gesorgt dass unser ansehen gerade in osteuropa in den letzten wochen massiv gesunken ist die;criticism
criticism_aug_120;in ausbildung statt als aushilfen vermittelt werden wir könnten über das weiterbildungsgeld sprechen weil ein großer teil der menschen in hartz vier langzeitarbeitslose sind und keine berufliche qualifikation haben und wir könnten darüber sprechen dass die kindergrundsicherung gut ist;criticism
criticism_aug_121;wir wollen die bestehenden ausbildungsprogramme ausbauen und stärken weil wir überzeugt sind dass es sich lohnt vor ort perspektiven zu schaffen und weil wir auch aus eigener erfahrung in deutschland wissen dass ohne qualifizierte fachkräfte kein wachstum keine starke wirtschaft;criticism
criticism_aug_122;systeme in anderen ländern angeguckt und wir sind der festen überzeugung dass ausbildung statt aushilfsjobs dass die einführung des weiterbildungsgeldes der richtige weg ist und dass die integration in den arbeitsmarkt übrigens auch dafür sorgen wird dass wir einen beitrag zur fachkräftesicherung in deutschland leisten;criticism
criticism_aug_123;plötzlich zu einer union der gleichheit also wir haben keine gleichheit mehr vor dem gesetz die postuliert wird sondern es wird auf eine faktische gleichheit hingearbeitet wer was dagegen hat wird im gleichen abschnitt als hassredner bezeichnet alle dimensionen von hassrede werden ja zukünftig als straftat von europäischer dimension ausgewiesen meine damen und;criticism
criticism_aug_124;ist die regelung die jetzt seitens der bundesregierung vorgeschlagen wird sicherlich nicht hilfreich die einzige sanktionsmöglichkeit die übrig bleibt ist die einmalige sanktionierung eines meldeversäumnisses in höhe von zehn prozent des regelsatzes der liegt bei ungefähr vierhundert im moment das heißt selbst jemand der sich komplett verweigert und jegliche mitarbeit mit dem jobcenter ablehnt und;criticism
criticism_aug_125;herr sarrazin das ist wie immer sehr freundlich von ihnen herzlichen dank dafür ich finde aber das ergibt sich auch aus der antwort die ich gerade gegeben habe wir haben uns;criticism
criticism_aug_126;ihre familien und gotteshäuser haben müssen ist schrecklich beschämend und absolut inakzeptabel meine damen und herren;criticism
criticism_aug_127;tatsächlich für andere zu einer last wird das ist eine gemeinsame aufgabe die wir mit diesem gesetzentwurf nicht werden lösen können nämlich diesen staat weiter so auszubauen dass wir stärker zu einer integrativen inklusiven gesellschaft kommen die menschen in solchen situationen abholt;criticism
criticism_aug_128;und wir merken immer wieder auf sozialpolitische fragen fallen ihnen nur antworten mit populistischen phrasen ein worum geht es heute ja es geht um den antrag zur baulichen erweiterung des bundeskanzleramts man könnte meinen es geht ihnen um die sache;criticism
criticism_aug_129;hier in dieser region in der wir uns gerade befinden steigen gerade die preise fuer oel koennten hochgehen wenn wir entlasten uebrigens nicht nur ueber die absenkung der energiesteuer sondern damit auch verbunden ueber die mehrwertsteuer die darauf entfaellt dann werden die leute ganz konkret entlastet das ist das was wir kurzfristig richtigerweise tun;criticism
criticism_aug_130;angefangen beim völlig unzureichenden grenzschutz viel zu wenigen neuen bundespolizisten mangelhaftem katastrophenschutz oder dem geplanten absinken des gesamthaushaltes um bei den tragischen ereignissen der letzten wochen zu bleiben die bundespolizei muss an den grenzen genau kontrollieren können wer ein echter flüchtling und wer ein trittbrettfahrer;criticism
criticism_aug_131;herr präsident meine damen und herren liebe kolleginnen und kollegen liebe handwerkerinnen und handwerker gestatten sie mir zunächst auch von dieser stelle herr doktor solms ihnen alles gute für ihren weiteren lebensweg auf den weg zu geben ich wünsche ihnen viel gesundheit und noch viele gute jahre ich kann mir aber nicht vorstellen dass sie sich komplett aus der politik heraushalten;criticism
criticism_aug_132;und deshalb unsere bitte an sie liebe kolleginnen und kollegen lieber herr staatssekretaer richten sie das bitte herrn lauterbach dem minister aus schliessen sie ihre wissensluecken aendern sie die kommunikation stellen sie sie neu auf wie es vorgeschlagen und auch zugesagt wurde und stellen sie vor allen dingen den alten genesenenstatus einhundertachtzig tage wieder her so wie das in der ganzen europaeischen union der fall ist und das bitte sehr sehr schnell herzlichen dank liebe kolleginnen und kollegen;criticism
criticism_aug_133;dass sie nun auch noch gemeinsam mit den coronaleugnern der afd einen unterausschuss eingesetzt haben der unter ausschluss der öffentlichkeit hinter verschlossenen türen über die pandemie berät schlägt dem fass den boden aus haben sie wirklich überhaupt keine schamgrenze mehr die;criticism
criticism_aug_134;wir brauchen weniger merz und dobrindt wir brauchen weniger demokratinnen und demokraten die mit ihrer fluechtlingspolitik aengste gegenueber gefluechteten schueren und einwanderer innen als probleme definieren ueberholen sie mit ihrer fluechtlingspolitik die afd nicht rechts damit tun sie unserer demokratie keinen gefallen und sich selbst;criticism
criticism_aug_135;dieses sondervermögen ist auch deshalb ein vernünftiger weg weil es unseren haushalt nicht belasten wird denn er soll uns ja in die lage versetzen so viele wichtige gerade soziale projekte umzusetzen gehen sie ruhig in ihre quasselgruppe zurück herr brandner kein problem das interessiert hier niemanden denn;criticism
criticism_aug_136;damit dramatisiere ich nichts ein landtagsabgeordneter der grünen immerhin regierungspartei fordert ja ganz offen zuwanderung bis zum volkstod;criticism
criticism_aug_137;herr minister ich habe eine ganz konkrete frage gestellt hartziv empfänger bekommen zweihundert euro mehr arbeitnehmer bekommen zweihundert euro mehr kinder bekommen mehr nur rentner bekommen keinen einmalzuschlag noch einmal die frage schließen sie sich in der sache der forderung der afd an dreihundert euro einmalzuschlag für rentner wie sie es auch bei den arbeitnehmern getan haben;criticism
criticism_aug_138;nach eu statistik sind fast dreißig prozent unserer alten arm die meisten davon rentner unsere rentner sind arm weil ihre renten so niedrig sind sie gehören zu den niedrigsten in westeuropa deswegen brauchen wir dringend eine effektive rentenreform die sich nicht mit haltelinien begnügt sondern die unseren rentnern wieder ein würdiges altern erlaubt;criticism
criticism_aug_139;dass alle leute die neu leistungen beziehen eine zweijährige karenzzeit haben in der die kosten für wohnung und heizung voll übernommen werden das unterstützen wir das hilft aber all denen nicht die schon in hartz vier sind und die aus dem regelsatz monat für monat bei den mietkosten draufzahlen müssen eines der größten probleme in hartz vier diese menschen lassen sie weiter im regen stehen das müssen sie jetzt ändern gut;criticism
criticism_aug_140;die landesinnenminister haben sich anlässlich ihrer jüngsten sitzung im märz in brüssel für eine verbesserte rückführungspolitik auf unionsebene ausgesprochen gut so sage ich zudem pochen sie auf gemeinsame anstrengungen bei der rückführung von personen unter anderem aus dem islamistischen spektrum und von straftätern die eine erhebliche gefahr für die öffentliche sicherheit und ordnung darstellen dem kann ich mich nur anschließen;criticism
criticism_aug_141;ich bearbeite seit jahren die themen asyl und migration deshalb zunaechst herr curio um mal in ihren worten zu bleiben sie sind ein kommunikativer messerstecher und terrorist ich weiss nicht ob sie merken dass das was sie hier ins land streuen ein vergiftetes klima produziert sie sind brandstifter fuer das was andere nachher mit messern und pistolen ausfuehren das ist das schlimme an ihrem beitrag;criticism
criticism_aug_142;der brandanschlag auf die unterkunft für geflüchtete menschen in nordwestmecklenburg hat in meiner fraktion trauer und entsetzen ausgelöst darum müssen wir hier im bundestag ganz deutlich sagen jeder politiker und jede politikerin ist verpflichtet so zu sprechen dass daraus keine stichworte für solche verbrechen werden meine damen und herren eine frage;criticism
criticism_aug_143;exorbitant hohen gewinne endlich vernünftig zu besteuern hohe einkommen und hohe vermögen zur finanzierung öffentlicher aufgaben heranzuziehen aber das thema umverteilung ist bei diesem finanzminister und dieser bundesregierung leider eine;criticism
criticism_aug_144;kein einziger satz zum verhalten der linken gekommen;criticism
criticism_aug_145;wir erleben täglich wie die grundlagen unseres zusammenlebens immer wieder infrage gestellt werden und auch offen angegriffen werden draußen;criticism
criticism_aug_146;weil wir leider zu oft und zu spät gesehen haben was passiert wenn tote oder angehörige selbst zu verdächtigen gemacht wurden so wie nach dem neun september zweitausend als der blumenhändler enver imek in nürnberg vom nationalsozialistischen untergrund als erstes opfer der mordserie brutal erschossen wurde und man bei den ermittlungen über jahre daran festhielt dass er ein drogenkurier gewesen sei beispiele wie dieses sind so zahlreich sie dürfen sich nicht wiederholen;criticism
criticism_aug_147;frau bundeskanzler hase anders kann ich sie nicht bezeichnen denn die märchenstunde die sie uns heute hier geliefert haben toppt alles was sie uns bis jetzt;criticism
criticism_aug_148;fordern wir die ausgleichszahlungen für die krankenhäuser über den einunddreißigsten dezember hinaus zu verlängern denn meine damen und herren dem virus ist das kalenderjahr egal die vierte welle rollt und sie wird ende des monats noch stärker rollen da können wir doch nicht einfach die bücher schließen in den kliniken wird seit zwei jahren alles gegeben wir müssen die menschen dort unterstützen statt ihnen den geldhahn zuzudrehen;criticism
criticism_aug_149;wenn die kollegin nastic hier sagt die ampelkoalition und die union hätten deutschland mit ihrem bundestagsbeschluss schwere waffen an die ukraine zu liefern und darüber hinaus auch ukrainische soldaten in deutschland oder auf nato gebiet auszubilden zur aktiven kriegspartei gemacht dann ist das schlicht falsch verehrte kolleginnen und kollegen;criticism
criticism_aug_150;die bundesregierung wird nicht einen einzigen augenblick ruhen und wir werden jeden nur möglichen hebel bewegen bis wir alle unser früheres leben und alle unsere freiheiten zurückbekommen haben;criticism
criticism_aug_151;umsetzung aller voraussicht nach nicht funktionieren das ist dann aber nicht die schuld der kommunen das ist die schuld dieser bundesregierung die viel zu spät gehandelt hat meine damen und;criticism
criticism_aug_152;nicht sein vorletzter punkt den ich ansprechen möchte auch hier haben sie leider vollständig versagt ich glaube es ist sogar noch schlimmer hier haben sie vorsätzlich gehandelt;criticism
criticism_aug_153;frau präsidentin liebe kolleginnen und kollegen die lage in deutschland ist ernst;criticism
criticism_aug_154;fall wo wir mit dieser von anderen kollegen bereits diskutierten erheblichen preisexplosion zu tun haben dass er bezug auf den verbraucherpreisindex entwicklung zweitausendzwanzig einundzwanzig nimmt das ist natürlich völlig unzureichend weil wir preis und kostenerhöhungen im mittleren zweistelligen bereich überall zu verzeichnen haben ich darf hinzufügen;criticism
criticism_aug_155;sie herr lauterbach haben diesen grundsatz sträflich missachtet und tragen als minister die hauptverantwortung für die bedrückende angstatmosphäre in unserem land ich fordere sie daher erneut auf treten sie zurück damit die menschen wieder frei atmen und leben können vielen dank;criticism
criticism_aug_156;die leute haben sich darauf verlassen enttäuschen sie sie nicht nichts ist schlimmer in der politik als wenn man das vertrauen verliert;criticism
criticism_aug_157;die erhöhung des mindestlohns ist ein akt der notwehr gegen sinkende tarifbindung und unanständige löhne wer vollzeit arbeitet muss davon in deutschland auch gut leben können;criticism
criticism_aug_158;dasist unglaublich da gebe ich ihnen voellig recht und leider merkt man das eben auch an der konkreten politik frau;criticism
criticism_aug_159;die für menschenrechte und demokratie in ihren heimatländern eintreten und;criticism
criticism_aug_160;geordnet nach deutschland zurückzuholen weil wir der auffassung sind dass;criticism
criticism_aug_161;genau das aber ist mit ihrem antrag nicht möglich und ich sage ihnen es ist von ihnen auch gar nicht gewollt weil sie dafür die verantwortung tragen das ist wirklich schandhaft schämen sie sich für;criticism
criticism_aug_162;das ist auch gut so denn wir als parlamentarier haben unseren soldatinnen und soldaten gegenüber eine besondere verantwortung lippenbekenntnisse und große ankündigungen reichen nicht taten müssen zählen;criticism
criticism_aug_163;es ist wahrlich ein trauerspiel mit wiederholung viele versprechen das schüren hoher erwartungen und dann doch fehlende umsetzung so verspielt man jegliches politisches vertrauen;criticism
criticism_aug_164;nach der nächsten bundestagswahl machen und nicht jetzt mittendrin;criticism
criticism_aug_165;stellen sie also diese signale ab und schützen sie die deutschen grenzen gegen illegale migranten;criticism
criticism_aug_166;dank frau präsidentin meine sehr geehrten damen und herren unter dem furchtbaren krieg russlands gegen die ukraine leiden vor allem kinder frauen und alte menschen sie leiden in der ukraine aber auch in vielen anderen armen ländern der welt und sogar in unserem reichen land darum ist unsere klare forderung dieser krieg muss sofort beendet werden als ersten schritt brauchen wir einen sofortigen waffenstillstand dafür muss sich die bundesregierung einsetzen meine damen und herren in;criticism
criticism_aug_167;sollte die nachzeichnung beendet werden dieser koalition fehlt schon zu beginn der mut der lage im land ins gesicht zu sehen das gilt insbesondere für die rentenpolitik eine echte reform der rente ist dringend erforderlich ihre vielgerühmten doppelten haltelinien nimmt ihnen angesichts der demografischen entwicklung wirklich niemand mehr ab das ist keine politik des respekts wie der herr bundeskanzler so gerne sagt das ist das gegenteil das ist respekt und auch verantwortungslos;criticism
criticism_aug_168;dass in diesem gesetz steht für die bürger gebe es keinen erfüllungsaufwand außer natürlich den höchsten energiekosten der welt dem massenhaften verlust wertschöpfender arbeitsplätze und der verelendung weiter teile des deutschen volkes wer all das nicht will wendet sich bei den zukünftigen wahlen von den altparteien;criticism
criticism_aug_169;des vermögens verloren sind der letzte fall dürfte in verbindung mit wirecard die regierung vielleicht nun bewogen haben endlich zu handeln die frage die ich mir stelle verehrte kollegin ist warum hat die bundesregierung so lange für dieses gesetz gebraucht seit august zweitausendneunzehn lag das maßnahmenpaket auf dem tisch und sie haben nicht gehandelt deswegen sind viele schäden die in dieser zeit entstanden sind ihnen zuzurechnen;criticism
criticism_aug_170;ja es gibt immer alternativen allerdings sind die oppositionsanträge die einen systemwechsel fordern nicht nur von uns sondern auch von der länderarbeitsgruppe diskutiert und verworfen worden wohlgemerkt auch von den ländern;criticism
criticism_aug_171;es ist fast unerträglich aber es macht mich nicht stumm denn die freiheit von abgeordneten die hass und hetze gegen deutschland verbreiten endet genau hier hier wo meine freiheit beginnt freiheit ist nämlich hier auf erden nicht grenzenlos;criticism
criticism_aug_172;afd fraktion sehr geehrte frau präsidentin sehr geehrte damen und herren der vorliegende antrag der linken ist ein musterbeispiel von unkenntnis und der umkehrung von ursache und wirkung lassen sie mich kurz zusammenfassen was sie warum fordern und ihnen dann in der nötigen einfachheit erklären warum das unsinn ist;criticism
criticism_aug_173;da gilt das was helmut schmidt einmal ueber franz josef strauss gesagt hat wenn man sich selbst nicht beherrschen kann soll man keine verantwortung fuer dieses land uebernehmen herr oppositionsfuehrer das will ich ihnen ganz deutlich sagen wer so redet vergiftet die atmosphaere und macht keine staatstragende opposition aber zum glück;criticism
criticism_aug_174;ist natürlich gerade beim thema abschiebung und rückführung schon;criticism
criticism_aug_175;die bewusst herbeigeführte notlage von menschen als massenmigration und gefahr für europa zu titulieren;criticism
criticism_aug_176;und das wird ja auch von der wehrbeauftragten zu recht;criticism
criticism_aug_177;es ist daher genau richtig dass sie frau bundesinnenministerin faeser;criticism
criticism_aug_178;akzeptiert wird man nur noch mit der richtigen meinung der richtigen haltung ja man darf alles sagen aber eben nicht ungestraft das kann schnell mal den job kosten die pension oder das ehrenamt an was mich das erinnert an das kahlschlag plenum des zentralkomitees der sed in dem die liberale kulturpolitik schlichtweg beerdigt wurde auf genau diesem gefährlichen weg befinden wir uns mittlerweile meine damen und;criticism
agitation_aug_179;das ist meine aussage und dazu stehe ich mit aller deutlichkeit sie;agitation
agitation_aug_180;gange daraus folgt dass für deutschland die zeit gekommen ist dass wir uns entscheiden es ist jetzt nicht mehr die zeit zu lavieren sondern deutschland muss position und partei beziehen in dieser historischen situation;agitation
agitation_aug_181;putin führt diesen krieg nicht nur auf den schlachtfeldern er führt ihn auch am gashahn und mittels desinformation und hetze mit all dem zielt er darauf ab die demokratie in dieser welt zu schwächen und zu spalten doch das werden wir nicht zulassen putin darf und putin wird diesen krieg nicht gewinnen das ist und bleibt die erste prämisse der zeitenwende unseres bundeskanzlers;agitation
agitation_aug_182;auf der straße verteidigen und dafür von genau jener antifa mit flaschen steinen und brandsätzen angegriffen werden darüber hinaus setzt diese ministerin auch die völlig falschen prioritäten in der innenpolitik;agitation
subversive_aug_183;sie wollen die geschwindigkeit mit der das rot grüne narrenschiff in richtung abgrund rast noch einmal erhöhen nachdem mittels eeg die menschen seit über zwanzig jahren gnadenlos ausgeplündert werden;subversive
subversive_aug_184;jetzt auch den ringtausch schwerer waffen;subversive
